GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AGP001,AGP002,AGV001,AGV002,AGY001,AGY002,AGY003,AGY004,AGY005,AGY006,AGY007,AGY008,AGY009,AGY010,AGY011,AGY012,AGY013,AGY014,AGY015,AGY016,AGY017,AGY018,AGY019,AGY020,AGY021,AGY022,AGY023,AGY024,AGY025,AGY026,AGY027,AGY028,AGY029,AGY030,AGY031,AGY032,AGY033
"G4701150","1860","Tennessee","470","Marion","1150","Marion","54","1150",35120,192240,1067739,41938,26848,704,370505,3482,200,14836,0,7377,3288,9128,22049,22,3,0,62306,836,560,6,156,4,0,0,0,405,5,0,315,0,6,0,5943,1023,12952
"G4701170","1860","Tennessee","470","Marshall","1170","Marshall","54","1170",116387,100477,5440318,156181,80940,6210,931343,63988,0,118330,821,29742,2532,11946,31260,30,9,18,129956,2328,1960,0,1900,31,0,0,0,115,8,0,145,0,2,0,3905,2783,44771
"G4701190","1860","Tennessee","470","Maury","1190","Maury","54","1190",208347,256575,15153854,281902,103719,15654,2174653,77437,0,827170,7012,46544,8008,41610,66014,672,113,1246,300437,1044,3197,46,800,10,3,0,0,0,0,0,0,0,495,0,3752,4199,57918
"G4701210","1860","Tennessee","470","Meigs","1210","Meigs","54","1210",37816,79460,1429660,45342,40347,167,328228,5037,0,6209,150,5546,272,4410,9853,0,0,25,60629,175,317,1,8,0,0,0,0,0,0,0,0,0,3,0,7480,91,3804
"G4701230","1860","Tennessee","470","Monroe","1230","Monroe","54","1230",109722,228968,3449290,124854,133725,4087,629716,22266,50,45454,5868,16248,6699,10911,28966,381,55,258,103310,4271,4364,136,115,13,0,0,0,2115,91,0,1060,0,0,0,24747,1204,14969
"G4701250","1860","Tennessee","470","Montgomery","1250","Montgomery","54","1250",129283,199991,6522474,140897,123023,3057,811610,42416,10000,5199156,250,26346,3960,21639,41398,174,0,417,136711,0,2180,0,437,94,0,0,1,500,10,0,115,0,25,0,10,742,6788
"G4701290","1860","Tennessee","470","Morgan","1290","Morgan","54","1290",17702,390196,501805,18788,8662,1975,109942,4405,0,13320,0,9511,649,13089,12769,39,164,242,44707,1496,492,208,131,21,0,0,0,1928,64,0,354,0,0,0,5193,929,9482
"G4701310","1860","Tennessee","470","Obion","1310","Obion","54","1310",60498,185033,3479477,108009,56920,300,831776,743,0,1467400,174,9935,4082,16445,33375,40,137,110,142371,244,1790,3,69,12,0,0,0,0,140,0,717,0,15,0,743,1271,21713
"G4701330","1860","Tennessee","470","Overton","1330","Overton","54","1330",73436,183983,1653886,55547,48218,3698,519159,20478,0,91386,0,18667,3554,15061,25664,0,20,38,87071,1581,229,5,468,32,0,0,6,6384,393,0,8057,0,16031,0,587,2356,31046
"G4701350","1860","Tennessee","470","Perry","1350","Perry","54","1350",28510,155013,958740,36538,12175,741,413405,527,0,1652,0,11321,1740,5320,10434,10,0,0,54528,190,228,0,32,0,0,0,0,0,0,0,384,0,0,0,5643,966,16226
"G4701390","1860","Tennessee","470","Polk","1390","Polk","54","1390",29182,92361,1076939,34124,40250,559,226362,10441,15,3935,32,5598,3104,3434,11619,72,0,613,34825,845,953,36,119,3,0,0,0,180,2,0,10,0,0,0,6947,71,3084
"G4701410","1860","Tennessee","470","Putnam","1410","Putnam","54","1410",49303,171536,889274,45647,29826,1936,372967,11067,0,158350,0,13998,1002,15219,22765,0,8,3,81643,450,98,17,130,0,0,0,0,4848,270,0,2362,0,12985,0,64,1555,23030
"G4701430","1860","Tennessee","470","Rhea","1430","Rhea","54","1430",32416,87476,1171640,42872,31892,414,295280,9430,30,8651,0,6103,1455,6790,12026,12,89,57,52992,920,1112,39,190,0,0,0,0,1842,27,0,20,0,0,0,15293,356,4493
"G4701450","1860","Tennessee","470","Roane","1450","Roane","54","1450",95944,270314,3420610,116275,103734,1749,751790,22540,0,80628,200,18817,5672,17518,41049,133,146,512,171342,3195,3181,119,311,21,0,0,0,1770,122,0,0,0,0,0,28063,1366,17765
"G4701470","1860","Tennessee","470","Robertson","1470","Robertson","54","1470",123443,156925,5211402,150094,159177,5891,935975,73572,0,2288430,0,23927,1634,12012,41665,20,11,39,127123,738,715,60,596,15,0,0,0,812,7,0,955,0,956,0,275,546,10678
"G4701490","1860","Tennessee","470","Rutherford","1490","Rutherford","54","1490",184468,219753,13468310,265867,150401,5699,1561185,46077,0,170700,12229,43431,12326,37574,74848,2163,0,1030,460770,366,2008,1794,1171,100,0,0,5,0,0,0,72,0,112,0,120,464,4931
"G4701510","1860","Tennessee","470","Scott","1510","Scott","54","1510",13409,104140,203910,12138,5930,1656,108915,1562,0,3337,0,9728,5430,7672,6995,0,18,0,60462,70,59,4,56,0,0,0,0,3522,33,0,3029,0,1171,0,0,811,12940
"G4701530","1860","Tennessee","470","Sequatchie","1530","Sequatchie","54","1530",16255,84294,384780,16095,9527,1055,140218,1965,0,4733,0,4457,1144,4919,7479,0,5,0,22110,557,85,5,155,0,0,0,0,219,17,0,0,0,0,0,2247,404,4715
"G4701550","1860","Tennessee","470","Sevier","1550","Sevier","54","1550",60938,187563,1682698,75150,62374,1885,449133,26115,2003,13756,26,14475,3519,11395,22050,50,0,3,117083,1391,2246,148,51,0,0,0,0,3262,93,10,471,0,38455,0,0,1131,14888
"G4701570","1860","Tennessee","470","Shelby","1570","Shelby","54","1570",134430,180767,9428210,250648,34138,2645,769484,5981,0,2300,23179,10924,31469,31351,93318,0,0,11,176695,0,2073,33,226,65,15,0,0,0,0,0,0,0,0,0,0,804,12360
"G4701590","1860","Tennessee","470","Smith","1590","Smith","54","1590",118085,104185,4358147,105645,72568,7074,972793,17210,20,2581872,8,20405,7512,25214,30973,221,15,24,159980,1147,1408,2,568,17,0,0,5,54,3,0,616,0,154,0,109,3771,48521
"G4701610","1860","Tennessee","470","Stewart","1610","Stewart","54","1610",41956,185589,1108369,52013,14162,414,430677,3515,0,787818,795,11476,809,11518,15579,0,18,10,72970,411,865,20,71,39,0,0,0,530,105,0,420,0,0,0,1182,1322,11928
"G4701630","1860","Tennessee","470","Sullivan","1630","Sullivan","54","1630",94168,133235,2792803,124692,155330,2897,435202,132893,380,105396,30,27021,532,15601,15641,59,1399,0,139436,5851,5185,733,123,19,0,0,0,13138,898,0,12531,0,852,0,8761,1891,24656
"G4701650","1860","Tennessee","470","Sumner","1650","Sumner","54","1650",140582,157857,6368096,182397,105916,7059,1170614,66134,15,1121546,362,38457,5542,28583,42217,1449,305,527,265326,1900,3819,49,732,15,0,0,206,2176,266,0,1801,0,89,0,1950,892,34075
"G4701670","1860","Tennessee","470","Tipton","1670","Tipton","54","1670",65570,135778,2499118,112121,38253,435,485478,2020,0,6120,11717,9568,16661,13057,34849,177,5,204,124576,0,929,18,1031,166,8,0,0,0,0,0,0,0,0,0,76,1165,15216
"G4701730","1860","Tennessee","470","Union","1730","Union","54","1730",34940,82756,804440,28874,25341,2332,226900,36325,0,3025,0,7040,371,5516,7954,100,0,0,37611,661,219,7,25,0,0,0,201,5220,422,0,2707,0,0,0,13075,656,10047
"G4701750","1860","Tennessee","470","Van Buren","1750","Van Buren","54","1750",16395,108150,392593,14255,9006,860,131773,1055,0,5180,7,4796,537,5448,7895,0,20,0,32855,518,38,0,113,0,0,0,0,380,9,0,592,0,10,0,5407,414,6043
"G4701770","1860","Tennessee","470","Warren","1770","Warren","54","1770",73537,206073,2125840,63474,43456,2145,466095,8287,0,6295,26,19131,1465,14263,29739,0,40,106,81800,228,416,38,2257,0,0,0,0,177,6,0,390,0,0,0,9250,0,3110
"G4701790","1860","Tennessee","470","Washington","1790","Washington","54","1790",113752,223355,4531622,154697,195827,2794,468777,133401,3,36280,0,23716,1699,18270,19956,6,995,328,189095,5347,6140,391,168,30,0,0,0,9247,466,1,1130,0,0,0,26898,934,22162
"G4701810","1860","Tennessee","470","Wayne","1810","Wayne","54","1810",52638,214868,1475887,58043,30811,2436,483467,1247,0,3895,229,14961,3800,8342,20201,25,0,0,116009,240,154,0,192,0,0,0,0,70,22,0,1292,0,0,0,6172,1341,18442
"G4701830","1860","Tennessee","470","Weakley","1830","Weakley","54","1830",79915,157500,2942005,137807,84366,680,923215,380,0,6015104,42,4868,17430,22479,83435,0,0,25,128577,0,460,2,163,5,0,0,0,800,10,0,0,0,0,0,45,188,1168
"G4701850","1860","Tennessee","470","White","1850","White","54","1850",61817,108887,1341198,51180,30457,2398,472563,6448,0,24501,2,12580,1156,10299,24128,5,15,34,76041,455,249,2,129,23,0,0,0,1625,41,0,526,0,62,0,14403,823,18180
"G4701870","1860","Tennessee","470","Williamson","1870","Williamson","54","1870",172246,191030,10528966,217142,130727,8224,1533636,32132,1000,2894941,2840,25305,3417,49753,48753,1848,70,448,96542,198,1798,1,4623,5,0,0,0,100,26,0,35,0,0,0,729,1010,9730
"G4701890","1860","Tennessee","470","Wilson","1890","Wilson","54","1890",214884,120471,9939448,291411,162747,7941,1731955,75900,1200,852364,27,49825,16580,37896,74844,7921,50,294,330595,1221,8690,119,3139,34,0,0,0,375,16,0,840,0,390,0,519,2043,45122
"G4800010","1860","Texas","480","Anderson","0010","Anderson","49","10",53139,498635,1764388,131412,8057,4462,376997,11362,0,40,7517,8140,12093,3250,38886,612,11,22,142919,163,1101,0,3,0,0,0,0,0,0,0,0,0,0,0,891,105,6955
"G4800050","1860","Texas","480","Angelina","0050","Angelina","49","50",16331,122223,469225,34038,8730,1970,149418,5380,0,900,3066,4418,75,250,44717,0,0,0,53171,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,504,14207
"G4800130","1860","Texas","480","Atascosa","0130","Atascosa","49","130",3397,80239,94126,7168,0,0,1140,0,0,0,0,1946,0,0,0,0,0,0,25955,1650,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"G4800150","1860","Texas","480","Austin","0150","Austin","49","150",58869,751859,3797883,120793,1505,1578,400800,2418,0,5175,19020,7380,1020,9809,32273,254,36,908,132081,2421,364,7,5,0,0,0,0,0,0,0,0,0,0,10,0,801,7198
"G4800190","1860","Texas","480","Bandera","0190","Bandera","49","190",1461,2464,20550,2290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4800210","1860","Texas","480","Bastrop","0210","Bastrop","49","210",38671,136122,1148154,59599,7826,1577,165736,1789,0,0,4888,17342,1157,250,9201,20,0,0,51828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1000
"G4800230","1860","Texas","480","Baylor","0230","Baylor","49","230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4800250","1860","Texas","480","Bee","0250","Bee","49","250",1155,79737,142774,750,0,0,5650,0,0,0,53,58,0,0,250,0,0,0,3640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4800270","1860","Texas","480","Bell","0270","Bell","49","270",21196,441688,1339192,65171,26609,840,96612,3517,0,0,514,11925,163,124,627,21,0,0,65425,1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4109,543,19140
"G4800290","1860","Texas","480","Bexar","0290","Bexar","49","290",13697,162023,591706,12892,1334,310,21917,165,0,0,607,19142,554,364,8066,32,0,40,72389,1020,313,198,0,0,0,0,0,0,0,0,0,0,0,0,200,0,40
"G4800310","1860","Texas","480","Blanco","0310","Blanco","49","310",6414,88641,576302,13770,2355,10,12645,0,0,1750,118,44311,0,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0
"G4800350","1860","Texas","480","Bosque","0350","Bosque","49","350",4953,42546,156417,9801,5130,148,25656,370,0,0,9,7811,355,10,225,360,0,0,20860,525,10,7,0,0,0,0,0,0,0,0,0,0,0,0,943,100,60
"G4800370","1860","Texas","480","Bowie","0370","Bowie","49","370",32633,180498,1250661,71806,2238,398,218289,3202,0,890,6874,4155,7967,3824,23815,5,0,0,57126,463,2,20,0,0,0,0,0,0,0,0,0,0,0,49,0,575,8356
"G4800390","1860","Texas","480","Brazoria","0390","Brazoria","49","390",37465,1068966,4815608,531717,3,0,299820,100,0,4600,12215,5120,1600,10840,57259,0,0,10,25125,0,592,0,160,0,0,0,0,0,0,0,0,3856,0,346640,0,30,150
"G4800410","1860","Texas","480","Brazos","0410","Brazos","49","410",14509,243942,1371702,31472,377,1129,84270,546,0,0,2269,11000,0,1376,8007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4800490","1860","Texas","480","Brown","0490","Brown","49","490",91,1219,3015,155,0,0,0,0,0,0,100,0,0,0,0,0,0,0,3067,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4800493","1860","Texas","480","Buchanan","0493","Buchanan","49","4290",272,1059,3775,1360,148,0,50,0,0,0,0,545,6,0,1,0,0,0,7500,1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,24
"G4800510","1860","Texas","480","Burleson","0510","Burleson","49","510",23838,289485,1638606,59517,8852,416,135631,662,0,300,4418,14526,686,1017,9945,4,0,40,67860,1455,2,2,59,0,0,0,0,0,0,0,0,0,0,0,213,288,4390
"G4800530","1860","Texas","480","Burnet","0530","Burnet","49","530",9069,108499,302289,25892,10266,162,23908,376,0,0,11,4678,173,0,2297,0,0,0,58134,2545,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1244,580,17547
"G4800550","1860","Texas","480","Caldwell","0550","Caldwell","49","550",23498,96605,740022,41243,13393,467,79265,2681,0,0,2668,11762,238,660,5538,0,0,40,97778,2552,90,1,9,0,0,0,0,0,0,0,0,0,0,0,621,60,1456
"G4800570","1860","Texas","480","Calhoun","0570","Calhoun","49","570",1087,10966,44400,2875,0,0,3925,50,0,0,5,2600,160,870,1150,0,0,0,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4800610","1860","Texas","480","Cameron","0610","Cameron","49","610",15957,1696890,854845,35261,0,0,177990,0,0,0,7,36085,11662,72,60,0,0,0,4135,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4800655","1860","Texas","480","Cass (old)","0655","Cass (old)","49","670",47902,195760,1209853,67317,9896,1345,281979,6966,325,796,9968,8408,39798,3588,66935,249,10,0,96154,580,0,0,2,0,0,0,0,0,0,0,0,0,0,211,0,556,9325
"G4800710","1860","Texas","480","Chambers","0710","Chambers","49","710",3111,229953,275488,15515,0,0,33320,0,0,0,40,1280,180,2124,14424,0,0,0,7755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,5375
"G4800730","1860","Texas","480","Cherokee","0730","Cherokee","49","730",59089,247687,1261459,99089,21097,3629,496400,11569,16,120,6251,13135,6125,2713,39365,522,0,0,128876,475,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,1148,23064
"G4800770","1860","Texas","480","Clay","0770","Clay","49","770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4800830","1860","Texas","480","Coleman","0830","Coleman","49","830",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4800850","1860","Texas","480","Collin","0850","Collin","49","850",38196,216404,2090058,100115,137528,1169,231498,129463,175,0,16,34119,53,178,10043,4430,0,0,188534,4191,437,1,1029,0,0,0,0,0,0,0,0,0,0,0,12697,1562,49459
"G4800890","1860","Texas","480","Colorado","0890","Colorado","49","890",35168,156074,3066070,212416,1525,909,264805,1405,0,1500,14438,2090,158,1824,18956,45,0,274,59637,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
"G4800910","1860","Texas","480","Comal","0910","Comal","49","910",16542,72968,561527,41853,11961,1257,26610,158,0,711,1220,5005,370,141,9059,442,0,188,96796,465,166,0,10,0,0,0,0,0,0,0,0,0,0,1081,0,549,6254
"G4800930","1860","Texas","480","Comanche","0930","Comanche","49","930",1880,22850,49024,6173,2065,0,5040,0,0,0,1,3829,8,0,0,0,0,0,20639,2175,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0
"G4800950","1860","Texas","480","Concho","0950","Concho","49","950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4800970","1860","Texas","480","Cooke","0970","Cooke","49","970",11460,145103,548601,34446,12446,30,68385,14187,0,30,58,9121,261,118,3857,442,0,0,39340,1445,3,2,0,0,0,0,0,0,0,0,0,0,0,300,2648,60,1830
"G4800990","1860","Texas","480","Coryell","0990","Coryell","49","990",8949,178398,506593,27420,18169,1739,61399,1812,0,100,49,8558,491,123,1261,32,6,200,58645,1235,36,6,9,0,0,0,0,0,0,18,0,0,0,0,2489,496,14766
"G4801130","1860","Texas","480","Dallas","1130","Dallas","49","1130",47905,300281,2342875,130014,194264,2908,141080,122395,0,0,0,28463,0,15,5081,14385,0,0,186095,7180,193,0,675,0,0,0,0,0,0,0,0,0,0,12521,0,85,40870
"G4801155","1860","Texas","480","Dawson","1155","Dawson","49","1135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4801210","1860","Texas","480","Denton","1210","Denton","49","1210",10368,85068,532037,18485,31373,979,37875,19881,0,160,2,22589,371,10,3354,157,0,0,42405,2240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,53,1525
"G4801230","1860","Texas","480","DeWitt","1230","De Witt","49","1230",34134,337880,1463556,66880,769,0,167652,30,0,1400,5280,22936,527,2604,11306,0,0,1240,78006,1012,144,8,16,0,0,0,0,0,0,0,0,0,0,83,400,35,910
"G4801270","1860","Texas","480","Dimmit","1270","Dimmit","49","1270",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4801310","1860","Texas","480","Duval","1310","Duval","49","1310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4801330","1860","Texas","480","Eastland","1330","Eastland","49","1330",650,16724,18025,2885,1535,0,4780,76,0,0,0,0,200,0,15,0,0,0,6305,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0
"G4801370","1860","Texas","480","Edwards","1370","Edwards","49","1370",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4801390","1860","Texas","480","Ellis","1390","Ellis","49","1390",23636,163653,1050851,76495,88345,4611,119918,31591,0,25,359,42126,708,149,4928,10046,1,40,131000,5155,3,0,20,0,0,0,0,35,0,0,0,0,0,0,5601,1455,28013
"G4801410","1860","Texas","480","El Paso","1410","El Paso","49","1410",4456,7150,103020,11367,16889,17994,12339,0,0,600,0,1052,2330,0,0,248,0,75,6135,143735,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4801415","1860","Texas","480","Encinal","1415","Encinal","49","1415",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4801430","1860","Texas","480","Erath","1430","Erath","49","1430",3556,33006,101809,30050,5134,235,21896,1645,0,80,57,9141,731,132,9185,645,0,0,73370,4295,50,0,0,0,0,0,0,0,0,0,0,0,0,0,572,262,2552
"G4801450","1860","Texas","480","Falls","1450","Falls","49","1450",12047,60175,482563,25274,3772,738,96505,1450,0,0,2030,17560,100,304,5195,19,0,0,34640,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181,147,2679
"G4801470","1860","Texas","480","Fannin","1470","Fannin","49","1470",41285,204588,1508806,102830,115476,179,281285,85211,0,0,1499,20489,470,445,13064,2257,0,0,95105,3475,5,14,0,0,0,9,0,0,0,0,0,0,0,0,12909,1401,24312
"G4801490","1860","Texas","480","Fayette","1490","Fayette","49","1490",75463,514160,2518614,163899,3484,1658,320580,3805,0,0,12683,17903,69,725,4077,87,107,315,86411,730,101,0,10,0,0,0,0,0,0,0,0,0,0,120,0,87,1060
"G4801570","1860","Texas","480","Fort Bend","1570","Fort Bend","49","1570",28747,114345,3310820,129175,0,0,230405,0,0,0,13602,500,86,3740,23925,0,0,50,23570,0,35,0,0,0,0,0,0,0,0,0,0,450,0,4500,0,10,36
"G4801610","1860","Texas","480","Freestone","1610","Freestone","49","1610",41918,240785,608371,71726,10784,3458,249585,6187,15,4520,6913,20701,5088,1256,26176,1246,0,109,128281,1370,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1709,258,7275
"G4801630","1860","Texas","480","Frio","1630","Frio","49","1630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4801670","1860","Texas","480","Galveston","1670","Galveston","49","1670",2226,25600,204495,6783,0,0,7770,50,0,0,95,1250,871,2250,12425,0,0,8,3779,1800,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4801710","1860","Texas","480","Gillespie","1710","Gillespie","49","1710",6645,49026,164695,34372,18136,20,10237,0,0,0,10,5136,11,4,3954,0,0,0,38965,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550
"G4801750","1860","Texas","480","Goliad","1750","Goliad","49","1750",10868,93918,448010,32060,0,0,74550,0,0,0,1225,500,191,539,5756,0,0,295,42530,350,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,100
"G4801770","1860","Texas","480","Gonzales","1770","Gonzales","49","1770",40613,183631,1377738,91977,1023,0,151467,50,0,0,7304,8904,2812,126,5553,96,0,0,132588,4546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4801810","1860","Texas","480","Grayson","1810","Grayson","49","1810",40775,374420,2041180,93215,80862,1881,247522,119975,0,0,220,22937,3995,1072,23263,2506,301,5,174675,3155,1422,42,1310,77,170,0,0,25,0,8,0,0,0,580,14038,1204,18390
"G4801850","1860","Texas","480","Grimes","1850","Grimes","49","1850",58096,193834,3043092,95908,255,367,376425,2015,0,0,18303,43672,98,4577,45456,0,0,90,61825,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,3050
"G4801870","1860","Texas","480","Guadalupe","1870","Guadalupe","49","1870",42115,274795,1149053,67093,11750,0,34154,2540,0,30,3124,17433,433,188,3519,558,0,203,110353,5541,1487,0,0,0,0,0,0,0,0,0,0,0,0,0,124,161,2740
"G4801930","1860","Texas","480","Hamilton","1930","Hamilton","49","1930",290,1510,6060,190,1095,0,1850,0,0,0,0,140,0,0,0,0,0,0,2000,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,700
"G4801970","1860","Texas","480","Hardeman","1970","Hardeman","49","1970",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4801990","1860","Texas","480","Hardin","1990","Hardin","49","1990",2388,14882,65667,4723,0,5,18187,30,1529,270,208,721,954,297,9742,0,0,0,3148,197,0,0,0,0,0,0,0,0,0,0,0,2,0,480,0,87,2571
"G4802010","1860","Texas","480","Harris","2010","Harris","49","2010",4867,44122,478115,15674,0,0,44728,30,0,0,425,2643,133,2597,12413,0,0,65,1450,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"G4802030","1860","Texas","480","Harrison","2030","Harrison","49","2030",117847,276979,2668809,137536,14210,5582,660043,53809,0,0,21440,14318,23874,10047,121403,355,0,46,91729,469,0,0,0,1,0,0,0,0,0,0,0,4,0,20,0,613,9859
"G4802070","1860","Texas","480","Haskell","2070","Haskell","49","2070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802090","1860","Texas","480","Hays","2090","Hays","49","2090",10077,26717,324567,8236,1203,9,50345,20,0,0,1154,2380,59,0,3065,7,0,4,31200,920,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4802130","1860","Texas","480","Henderson","2130","Henderson","49","2130",19063,137365,498041,37148,2791,1292,144065,3335,0,100,2105,2895,1286,510,16137,8,0,0,72665,1251,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1491,378,13715
"G4802150","1860","Texas","480","Hidalgo","2150","Hidalgo","49","2150",4947,459005,347750,13320,0,0,86250,0,0,0,0,10900,5089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4802170","1860","Texas","480","Hill","2170","Hill","49","2170",13601,183472,687253,42856,24997,1443,57222,10496,25,0,171,15902,454,95,2156,2286,230,0,38595,3005,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3694,80,1845
"G4802230","1860","Texas","480","Hopkins","2230","Hopkins","49","2230",29938,195696,896977,62581,48344,173,197203,22582,0,1000,856,127961,4833,2912,23794,2132,60,0,120300,6187,26,0,131,15,0,0,0,0,0,0,0,0,0,0,2459,861,10042
"G4802250","1860","Texas","480","Houston","2250","Houston","49","2250",39952,247384,1154435,115131,397,925,311030,3634,10,349,7321,3513,4023,1441,27115,1053,7,2,107471,253,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,9145
"G4802310","1860","Texas","480","Hunt","2310","Hunt","49","2310",16083,118417,634699,45769,42291,115,106543,20395,0,130,22,28600,515,234,10398,1280,0,100,98290,4960,24,0,207,0,0,0,0,25,0,0,0,0,0,0,4646,216,1485
"G4802370","1860","Texas","480","Jack","2370","Jack","49","2370",911,6759,23770,3160,2850,30,3100,460,0,0,0,2957,5,0,1417,45,0,0,10410,965,3,0,0,0,0,0,0,0,0,0,0,0,0,0,321,6,150
"G4802390","1860","Texas","480","Jackson","2390","Jackson","49","2390",25240,293165,1137864,41857,36,0,74100,0,0,460,2278,1706,478,2217,16628,0,20,99,24045,160,149,0,0,0,0,0,0,0,0,0,0,11,0,1265,0,71,1260
"G4802410","1860","Texas","480","Jasper","2410","Jasper","49","2410",19026,256101,732120,34301,684,30,112360,688,73,14500,3792,2758,8995,418,43030,0,0,0,13442,0,0,0,0,0,0,0,0,0,0,0,0,23,0,2681,0,0,150
"G4802450","1860","Texas","480","Jefferson","2450","Jefferson","49","2450",971,17836,14955,2767,0,0,14653,0,0,170,84,378,601,515,8064,0,0,15,3449,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2247
"G4802510","1860","Texas","480","Johnson","2510","Johnson","49","2510",8644,112184,415848,34039,44604,617,78064,13036,0,11570,346,20381,536,781,3718,2490,32,0,48305,3166,29,270,58,0,0,0,0,20,0,0,0,0,0,0,3760,68,2686
"G4802530","1860","Texas","480","Jones","2530","Jones","49","2530",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802550","1860","Texas","480","Karnes","2550","Karnes","49","2550",4962,39117,137132,7499,0,10,37965,0,0,0,227,6566,42,30,480,0,0,75,24600,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4802570","1860","Texas","480","Kaufman","2570","Kaufman","49","2570",12979,116370,474687,38281,21583,250,88034,11876,0,0,381,10193,20,189,4275,442,0,0,74515,8566,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2423,620,13077
"G4802650","1860","Texas","480","Kerr","2650","Kerr","49","2650",2201,23396,82910,6755,99,0,799,0,0,0,0,2547,14,0,98,0,0,0,13570,850,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,310
"G4802670","1860","Texas","480","Kimble","2670","Kimble","49","2670",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802710","1860","Texas","480","Kinney","2710","Kinney","49","2710",97,0,3350,535,8255,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4802750","1860","Texas","480","Knox","2750","Knox","49","2750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802770","1860","Texas","480","Lamar","2770","Lamar","49","2770",32900,197795,1753530,76583,20426,260,320286,36845,0,460,4191,35083,3896,2484,20230,803,30,0,107712,1934,325,0,255,0,0,0,0,0,0,0,0,0,0,0,4777,1113,14529
